system,pdf_path,category,page,snippet
Ehsani et al.,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/Hierarchical Knowledge Injection for Improving LLM-based Program Repair.pdf,extra_validation,10,"ineering, fine-tuning, and context injection. Xia et al. [61] first showed that prompting LLMs with buggy functions, without any additional context or customization, outperforms traditional APR tools. Building on this, MMAPR [62] and RING [63] applied prompt learning for syntactic and multi-language repair, while InferFix [64] used few-shot prompting to fix static analysis issues. These early systems focused on local bug context and overlooked broader project- level information. The limitations of LLMs became more apparent with the release of the SWE-Bench dataset [65], which includes real-world bugs from large projects. Initial attempts showed low success rates (around 2%), even when LLMs were provided with the localized buggy functions and asked to generate repairs [65]. Ehsani et al. [27], [66] found [[PAGE 11]] that different prompting strategies (e.g., chain-of-thought, tr"
RLCE,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/When  large language models confront repository-level automatic program repair How well they done.pdf,leakage,2,"ur- rent popular LLMs in addressing this issue. However, the most pressing challenge is the lack of a suitable dataset. Existing datasets are either not built at repository level, such as QuixBugs [18], or cannot accurately restore scenarios of repository-level bugs, such as Defects4 [13]. Furthermore, datasets created too early may pose a potential risk of data leakage if used as training data for LLMs. To address this challenge, we propose a new benchmark called Re- poBugs, specifically designed for evaluating repository-level APR tasks. It is built on popular open-source repositories from GitHub and contains 124 typical repository-level bugs. We adopt ChatGPT from current popular LLMs for preliminary experiments. The experimental results show that if the preliminary method only use the function where the error was located as con- text, the repair rate of repairing on RepoBu"
RLCE,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/When  large language models confront repository-level automatic program repair How well they done.pdf,leakage,3,"epresentative, given that interface inconsistency errors constitute the most prevalent repository-level issues [37]. Subsequently, we will provide a detailed exposition of the methods employed for open-source repository collection and code disruption. 2.1 Dataset Collection We collect repositories from open-source projects on GitHub. To minimize the risk of leakage due to the repositories being used as training data for LLMs, we set the search date condition to later than October 1, 2021. Additionally, we increase the number of crawled repositories. In this paper, we primarily focus on conceptual valida- tion using the Python programming language. Consequently, we constrain the repositories considered in our work to those utilizing the Python language. Simultaneously, we ensure that each size of the repository does not exceed 1MB and that it has a minimum of 2,000 stars. We"
RLCE,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/When  large language models confront repository-level automatic program repair How well they done.pdf,extra_validation,1,"a maximum of 160% compared to the preliminary method. Addition- ally, we conduct a comprehensive analysis of the effectiveness and limitations of RLCE, along with the capacity of LLMs to address repository-level bugs, offering valuable insights for future research. CCS CONCEPTS •Software and its engineering → Abstraction, modeling and modularity; Automated static analysis; Software reliability; Software libraries and repositories; Software maintenance tools; Error handling and recovery. KEYWORDS Large language models, automatic program repair, repository-level bugs, context, static analysis ACM Reference Format: Yuxiao Chen, Jingzheng Wu B, Xiang Ling B, Changjiang Li, Zhiqing Rui, Tianyue Luo, and Yanjun Wu. 2024. When Large Language Models Confront Repository-Level Automatic Program Repair: How Well They Done?. In Proceedings of 2024 IEEE/ACM 46th International Conference on S"
RLCE,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/When  large language models confront repository-level automatic program repair How well they done.pdf,extra_validation,1,"ring valuable insights for future research. CCS CONCEPTS •Software and its engineering → Abstraction, modeling and modularity; Automated static analysis; Software reliability; Software libraries and repositories; Software maintenance tools; Error handling and recovery. KEYWORDS Large language models, automatic program repair, repository-level bugs, context, static analysis ACM Reference Format: Yuxiao Chen, Jingzheng Wu B, Xiang Ling B, Changjiang Li, Zhiqing Rui, Tianyue Luo, and Yanjun Wu. 2024. When Large Language Models Confront Repository-Level Automatic Program Repair: How Well They Done?. In Proceedings of 2024 IEEE/ACM 46th International Conference on Software Engineering (ICSE-Companion ’24). ACM, Lisbon, POR, 13 pages. https://doi. org/10.1145/3639478.3647633 1 INTRODUCTION Automatic program repair (APR) is an important challenge in soft- ware engineering, helping progr"
RLCE,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/When  large language models confront repository-level automatic program repair How well they done.pdf,extra_validation,3,"automatic code disruption or crawling open-source repositories, encounter challenges in accu- rately filtering bug types and ensuring adherence to stringent dataset quality requirements. In light of these challenges, we present a novel benchmark dataset named RepoBugs. This dataset is derived from crawled open-source Python repositories and crafted through expert manual disruption. RepoBugs comprises 124 repository- level bugs specifically addressing interface inconsistency types. Although the selection of error types is circumscribed, it is highly representative, given that interface inconsistency errors constitute the most prevalent repository-level issues [37]. Subsequently, we will provide a detailed exposition of the methods employed for open-source repository collection and code disruption. 2.1 Dataset Collection We collect repositories from open-source projects on G"
RLCE,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/When  large language models confront repository-level automatic program repair How well they done.pdf,extra_validation,3,"2,000 stars. We also filter out repositories with fewer than 4 Python files to adequately capture cross-file characteristics of repository- level bugs. In the end, we filter and obtain 11 repositories that meet these criteria, and detailed information is presented in Table 1. 2.2 Dataset Generation The disruptive aspects of RepoBugs are manually crafted by experts with extensive programming experience. We designate the function where a call occurs as the main function and the called function as the context function, based on the characteristics of errors related to interface inconsistency. Based on existing research concerning program bugs at the repository scale [8, 16, 36], we design six typical disruption rules for main and context functions, as follows: Index Repo Date File Sample 1 developer 2023/5/13 13 10 2 tiktoken 2022/12/1 16 11 3 gpt-migrate 2023/6/24 18 10 4 st"
RLCE,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/When  large language models confront repository-level automatic program repair How well they done.pdf,extra_validation,6,"pository and designing test cases, as well as the diversity of bug-fixing solutions, effective fixing accuracy cannot be achieved through precise matching (example can be found in the Appendix A.2.1). Therefore, to ensure the ac- curacy of the evaluation results, we ultimately adopt a manual evaluation method, and the evaluation results were provided by two experts who have more than 5 years of experience in Python programming. We will divide the evaluation indicators into four items to fully evaluate the return results of the large model. The specific evaluation criteria are as follows. When evaluating, if it meets the criteria, it is marked as 1; otherwise, it is marked as 0: • Related reply: The return result is not empty and is related to the repair task in the instruction. • Correct format: The returned result is in the expected format and the content is complete witho"
RLCE,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/When  large language models confront repository-level automatic program repair How well they done.pdf,extra_validation,6,"is complete without any duplicate or redundant content. • Correct repair: The returned result contains the correct fix for the error. • Correct explanation: This item is specialized for the CoT prompt strategy, and the criteria are that the returned result includes a correct explanation of the cause of the error. In the specific evaluation process, the two experts first have a de- tailed discussion on the evaluation criteria to ensure both reach a consistent understanding. Then, the two experts independently evaluated all the experimental results. Subsequently, the evaluation results of the two individuals are compared, and any minor discrep- ancies were addressed through further discussion and reassessment by both experts. This iterative process ensured the attainment of a unanimous final result. 5 RESULTS AND ANALYSIS 5.1 RLCE Outperforms the Baselines We present the res"
DsRepair,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/Knowledge-Enhanced Program Repair for  Data Science.pdf,leakage,5,"our experiment results? This RQ studies the influence of LLM’s inherent randomness on our experiment results. B. Data Science Benchmark Our evaluation uses DS-1000 [5], the state-of-the-art bench- mark specifically designed for benchmarking LLMs in data science code generation. The DS-1000 benchmark was specif- ically constructed to mitigate concerns about data leakage. In particular, the dataset applies perturbation (e.g., text rephrasing and semantic perturbation), so that models cannot answer them correctly by memorizing the solutions from pre-training [5]. Other data science code generation benchmarks [23], [38] are not applicable because they are not based on realistic problems and have no dedicated test cases to evaluate the correctness of the code (they use Exact Match [39] or BLEU score [40]). DS-1000 comprises one thousand diverse and practical data science problems"
DsRepair,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/Knowledge-Enhanced Program Repair for  Data Science.pdf,leakage,10,"questions, such as RQ4 and RQ6, to study the influence of the different prompts on our final performance. The threats to external validity mainly lie in the datasets, and LLMs used in our study. To reduce the threat regard- ing datasets, we carefully choose to use DS-1000 as our experiment dataset, which is the state-of-the-art benchmark tailored to address data leakage concerns with realistic and diverse data science problems, with testing methods checking both execution semantics and surface-form constraints [5]. To reduce the threat regarding LLMs, we use four widely studied LLMs to mitigate the potential bias that certain LLMs can bring to the experiment results. In addition, to mitigate the inherent randomness of LLMs, we experiment ten times for each approach and choose one with the median overall performance as our final result, which could further mitigate the non-dete"
DsRepair,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/Knowledge-Enhanced Program Repair for  Data Science.pdf,leakage,11,"draws inspiration from these explorations and prompts that could be used to generate code candidates with better quality and fewer errors. C. Retrieval-Augmented Generation RAG aims to address the limitations of generative models, including issues related to outdated knowledge, a deficiency in long-tail knowledge [68], and the potential for private training data leakage [69]. Early research in code generation concen- trated on code-to-code retrieval using dual encoder models, with the retrieved outputs subsequently inputted into autore- gressive language models [20]. RepoCoder [22] enhances retrieval processes by employing iterative incremental gener- ations [70]. KNM [21] leverages in-domain code databases and applies Bayesian inference to finalize the generated code. RAG also can be used to build prompts for transformer- based generative models with retrieved information, in"
DsRepair,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/Knowledge-Enhanced Program Repair for  Data Science.pdf,extra_validation,1,"24.71%, and 17.59%, respectively. Index Terms—Code Repair, Large Language Model, Knowl- edge Graph, Data Science I. I NTRODUCTION Data science is crucial in driving innovation and decision- making across various domains [1], [2], leveraging data to uncover insights and inform strategic actions. Nevertheless, the complexity of data science libraries and the expertise required to use them can pose significant barriers to lay users. Large Language Models (LLMs) have emerged as powerful tools to generate data science code automatically [3]–[5], democratizing access and accelerating development processes. Despite their potential, the widely acknowledged shortcomings with LLMs, such as hallucination and the lack of specialized knowledge of certain domains (e.g. long-tail API usage) [6], [7] and specific code context [8], remain significant obstacles. These issues are particularl"
DsRepair,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/Knowledge-Enhanced Program Repair for  Data Science.pdf,extra_validation,6,"n introduces the experimental results as well as the analysis and findings for each RQ. A. RQ1: Effectiveness of DSrepair To answer RQ1, we report the results of Absolute Number of Fixes (ANF) and Fix Rate (FR) for DSrepair and all the baselines with each LLM. DSrepair initially generates 555 patches that successfully pass the tests from all the LLMs. After manual checking, two of the patches generated by GPT- 4o-mini are overfitted 4 and have been removed from the repaired set. Table 2 shows the ultimate results. We can observe that DSrepair significantly outperforms all the baselines in terms of ANF and FR across all four LLMs we study. Specifically, DSrepair can fix the buggy code for 104, 145, 164, and 140 coding tasks for the four LLMs, respectively, while the second-best results are 72, 127, 136, and 106, respectively. For specific data science libraries, DSrepair outperfor"
DsRepair,Prompting Approaches/Retrieval-Augmented Generation Enhanced Prompting/Knowledge-Enhanced Program Repair for  Data Science.pdf,extra_validation,12,"g, “Private-library-oriented code generation with large language models,” arXiv preprint arXiv:2307.15370 , 2023. [7] D. Zan, B. Chen, Z. Lin, B. Guan, Y . Wang, and J.-G. Lou, “When language model meets private library,”arXiv preprint arXiv:2210.17236, 2022. [8] Y . Ge, W. Hua, K. Mei, J. Tan, S. Xu, Z. Li, Y . Zhang et al., “Openagi: When llm meets domain experts,” Advances in Neural Information Processing Systems, vol. 36, 2024. [9] C. S. Xia and L. Zhang, “Keep the conversation going: Fixing 162 out of 337 bugs for $0.42 each using chatgpt,” arXiv preprint arXiv:2304.00385, 2023. [10] K. Gupta, P. E. Christensen, X. Chen, and D. Song, “Synthesize, execute and debug: Learning to repair for neural program synthesis,” Advances in Neural Information Processing Systems , vol. 33, pp. 17 685–17 695, 2020. [11] X. Chen, M. Lin, N. Sch ¨arli, and D. Zhou, “Teaching large langua"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,leakage,7,"out threshold of 1 minutes for each patch. Furthermore, we adopt a much smaller sampling number of 10, as the inference budgets (fee, time, etc.) for LLMs are much larger than traditional methods. Unless otherwise specified, all experiments adhered to this setting. TABLE I STATISTICS OF THE BENCHMARKS : T HE NUMBER OF SINGLE -FUNCITON BUGS AND THE THREAT OF DATA LEAKAGE Benchmark Bug number Data leakage Language Defects4J 437 Yes Java DebugBench 200/194/196 No C++/Java/Python3 2) Datasets: Our experiments are conducted on 1027 logic single-function bugs from DebugBench (590) and bugs from Defects4J (437). Specifically, DebugBench [43] is a new debug benchmark designed to counter data leakage (by implanting bugs into source data with GPT-4), which contains a total number of 4,253 bugs from Java, C++, and Python3 from LeetCode. In general, fixing logic bug is more difficult than"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,leakage,7,"h patch. Furthermore, we adopt a much smaller sampling number of 10, as the inference budgets (fee, time, etc.) for LLMs are much larger than traditional methods. Unless otherwise specified, all experiments adhered to this setting. TABLE I STATISTICS OF THE BENCHMARKS : T HE NUMBER OF SINGLE -FUNCITON BUGS AND THE THREAT OF DATA LEAKAGE Benchmark Bug number Data leakage Language Defects4J 437 Yes Java DebugBench 200/194/196 No C++/Java/Python3 2) Datasets: Our experiments are conducted on 1027 logic single-function bugs from DebugBench (590) and bugs from Defects4J (437). Specifically, DebugBench [43] is a new debug benchmark designed to counter data leakage (by implanting bugs into source data with GPT-4), which contains a total number of 4,253 bugs from Java, C++, and Python3 from LeetCode. In general, fixing logic bug is more difficult than fixing other types of bugs. For e"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,leakage,7,"FUNCITON BUGS AND THE THREAT OF DATA LEAKAGE Benchmark Bug number Data leakage Language Defects4J 437 Yes Java DebugBench 200/194/196 No C++/Java/Python3 2) Datasets: Our experiments are conducted on 1027 logic single-function bugs from DebugBench (590) and bugs from Defects4J (437). Specifically, DebugBench [43] is a new debug benchmark designed to counter data leakage (by implanting bugs into source data with GPT-4), which contains a total number of 4,253 bugs from Java, C++, and Python3 from LeetCode. In general, fixing logic bug is more difficult than fixing other types of bugs. For example, syntax bugs can be easily detected by the compiler or interpreter without testing, and their fixing methods are usually provided in the raised exceptions. Thus, our paper aligns with the practice of existing APR methods that only focus on fixing logic bugs. Since DebugBench is not expo"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,leakage,7,"ficult than fixing other types of bugs. For example, syntax bugs can be easily detected by the compiler or interpreter without testing, and their fixing methods are usually provided in the raised exceptions. Thus, our paper aligns with the practice of existing APR methods that only focus on fixing logic bugs. Since DebugBench is not exposed to the threat of data leakage, we use it for our insight validation (RQ2). However, due to the complexity to reproduce current baselines on this new benchmark, we do not use it for the comparison between D4C and baselines. Defects4J [42] is a widely used APR benchmark with 835 real-world bugs from 17 open-source repositories. Following previous work [29]–[31], we separate the single-function bugs of Defects4J to v1.2 (203 bugs) and v2.0 (234 bugs). Since it contains data from previous versions of open-source projects where most code models"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,leakage,7,"J [42] is a widely used APR benchmark with 835 real-world bugs from 17 open-source repositories. Following previous work [29]–[31], we separate the single-function bugs of Defects4J to v1.2 (203 bugs) and v2.0 (234 bugs). Since it contains data from previous versions of open-source projects where most code models have been trained on, it faces the threat of data leakage. However, this threat is believed to be less severe in APR compared to other [[PAGE 8]] domains [22] due to the sparsity of bug-fix parallel corpus in the training data, meaning that model can only learn the individual buggy or fixed version of the program, not their pairs. Despite this, the potential threat of data leakage could still undermine the validity of hypothesis verification. Hence, Defects4J is mainly used as a reference for comparing D4C with existing baselines. The statistic of the benchmarks are"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,leakage,8,"ined on, it faces the threat of data leakage. However, this threat is believed to be less severe in APR compared to other [[PAGE 8]] domains [22] due to the sparsity of bug-fix parallel corpus in the training data, meaning that model can only learn the individual buggy or fixed version of the program, not their pairs. Despite this, the potential threat of data leakage could still undermine the validity of hypothesis verification. Hence, Defects4J is mainly used as a reference for comparing D4C with existing baselines. The statistic of the benchmarks are shown in Table I. 3) Metrics: Following the previous work, we use the number of correct patch to evaluate the APR effectiveness. Specifically, if a patch can pass all unit tests, then it will considered as a plausible patch. If this plausible patch truly resolves the bug, rather than overfit to pass the unit test only (e.g.,"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,extra_validation,1,"is insight, we designed D4C, a straightforward prompting framework for APR. D4C can repair 180 bugs correctly in Defects4J, with each patch being sampled only 10 times. This surpasses the SOTA APR methods with perfect fault localization by 10% and reduces the patch sampling number by 90%. Our findings reveal that (1) objective alignment is crucial for fully exploiting LLM’s pre-trained capability, and (2) replacing the traditional localize- buggy-hunks-then-repair workflow with direct debugging is more effective for LLM-based APR methods. Thus, we believe this paper introduces a new mindset for harnessing LLMs in APR. Index Terms —Automated Program Repair, Large Language Model, Objective Alignment I. I NTRODUCTION Program repair is a critical part of the software cycle. To fix bugs in software systems, developers often need to dedicate substantial time (exceeding 35% of regu"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,extra_validation,1,"ment between training and inference. Specifically, due to the sparsity of parallel <masked, denoised> code corpus in training, these LLMs are less proficient in patch generation on masked buggy code. As noted in recent studies [33], [34], objective misalignment can yield significant sub-optimal performance. Second, the current workflow limits LLM from fully exploiting its pre-trained capability. Existing approaches still adhere to the workflow of first using statement-level fault localization (statement-level FL) tools [35] to obtain a ranked list of potential buggy hunks ( i.e., contiguous statements to be modified in patches [36]), and then using APR methods to generate patches by modifying the buggy program at these hunks [2], [3]. However, LLMs already have the capability to fix trivial syntax bugs in their generated code independently by referring to different artifacts"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,extra_validation,5,"as: arg maxθ P (tFixed Program |tBuggy Program , tArtifacts; θ) (4) and the objective of existing infilling-style APR is: arg maxθ P (tFixed Hunk |tBuggy Program , tArtifacts; θ) (5) where t means the tokens, θ is the trainable parameters of LLMs. The reason for the difference between D4C and the previous methods in task modeling is that D4C is designed to exploit the pre-training capability of decoder-only LLMs trained on CLM objective, whereas infilling-style APR is designed to exploit the pre-training capability of encoder-only LLMs trained on MLM objective or encoder-decoder LLM trained on denoising objective. B. Model Selection The LLM itself is the most vital part of LLM-based ap- plications. Since the goal of proposing D4C is to illustrate an adaptive way to use current advanced decoder-only LLMs for APR, the backbone of D4C should be a decoder-only LLM which has bee"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,extra_validation,5,"maxθ P (tFixed Hunk |tBuggy Program , tArtifacts; θ) (5) where t means the tokens, θ is the trainable parameters of LLMs. The reason for the difference between D4C and the previous methods in task modeling is that D4C is designed to exploit the pre-training capability of decoder-only LLMs trained on CLM objective, whereas infilling-style APR is designed to exploit the pre-training capability of encoder-only LLMs trained on MLM objective or encoder-decoder LLM trained on denoising objective. B. Model Selection The LLM itself is the most vital part of LLM-based ap- plications. Since the goal of proposing D4C is to illustrate an adaptive way to use current advanced decoder-only LLMs for APR, the backbone of D4C should be a decoder-only LLM which has been pre-trained on a substantial code corpus via next token prediction objective. Moreover, D4C does not aim at teaching extra k"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,extra_validation,6,"d repair the bug. Therefore, we extract artifacts and construct bug report for LLM to repair. Notably, the implementations of the artifacts extraction procedure may differ due to various data characteristics. For instance, although we default to using function-level comments as documents, if certain functions do not have this artifact, D4C can alternatively exploit related README documents. Moreover, if some artifacts are unavailable in some scenarios (e.g., the test cases of the online judgment are unknown), D4C will replace these in the table with a placeholder statement, like “This program does not possess any known test cases. ” D. Prompt Construction After the extraction of artifacts, D4C assembles these arti- facts into a comprehensive bug report. As shown in Fig. 4, the report template is concise, with only the most basic notations of the different components in the b"
D4C,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/Aligning the Objective of LLM-based Program Repair..pdf,extra_validation,6,"rti- facts into a comprehensive bug report. As shown in Fig. 4, the report template is concise, with only the most basic notations of the different components in the bug report ( e.g., program and comment), without providing any complex instructions or requirements. This allows LLM to focus more on the bug report, thus accomplishing our goal of inducing and exploiting Prompt Expected Response ```java public int find(int[] arr) [...] ``` Extracted Response As an debugger, you should refine the buggy program for bug report. ### Program document: [...] ```java public String[] findRanks(String[] score) [...] ``` ### Program document: [...] Example bug report Example reﬁned code Target bug report System Instruction public int find(int[] arr) [...] Fig. 5. The prompt structure of D4C. The details of the code are omitted. The example pair is fixed, which is used to cons"
Appatch,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/APPATCH Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching.pdf,leakage,7,"e:** - The function `rfcomm_get_dev_list` takes a user-space pointer `arg` as an argument. … - Memory is allocated using `kmalloc`. 2. **Identifying the Vulnerability:** - If the allocated memory is not properly initialized, it can lead to undefined behavior when the memory is accessed, potentially leading to security vulnerabilities such as information leakage or use of uninitialized data."""""" // root cause of the testing sample // Same as above A: No // The H[HPSODUis NOT selected for prompting Figure 6: Exemplar selection by GPT-4 for the sample in Figure 1. <selected exemplars> Q: Given the following code slice: Vcause which has a vul- nerability among <CWE-IDs> and lines: Sv, please gener- ate five possible patches for the vulnerability. A: Step 1. <root cause analysis> In this prompt, we first provide the selected exemplars where each exemplar includes its vulnera"
Appatch,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/APPATCH Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching.pdf,leakage,9,"firming that there is no overlap between the training set and the testing sets discussed below. As a result, we collect 306 vulnerability fixing samples. For the testing set, considering that the latest powerful LLMs are trained on existing data, it is possible that they have seen the samples in PatchDB and CVEFixes during the train- ing. Thus, there may be data leakage and contamination issues if we use the samples from PatchDB and CVEFixes as the testing set. Therefore, we collect a Zero-Day dataset where all the vulnerabilities were reported after the latest cutoff date of the LLMs (04/2024 from Claude-3.5-Sonnet). As a result, we collect 97 vulnerabilities which also cover the same CWEs as PatchDB and CVEFixes. Among them, 21 vulnerabilities are interprocedural where the vulnerabil- ity manifestation locations and the patching locations are in different functions. These sa"
Appatch,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/APPATCH Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching.pdf,leakage,9,"e is no overlap between the training set and the testing sets discussed below. As a result, we collect 306 vulnerability fixing samples. For the testing set, considering that the latest powerful LLMs are trained on existing data, it is possible that they have seen the samples in PatchDB and CVEFixes during the train- ing. Thus, there may be data leakage and contamination issues if we use the samples from PatchDB and CVEFixes as the testing set. Therefore, we collect a Zero-Day dataset where all the vulnerabilities were reported after the latest cutoff date of the LLMs (04/2024 from Claude-3.5-Sonnet). As a result, we collect 97 vulnerabilities which also cover the same CWEs as PatchDB and CVEFixes. Among them, 21 vulnerabilities are interprocedural where the vulnerabil- ity manifestation locations and the patching locations are in different functions. These samples cover 18 ope"
Appatch,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/APPATCH Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching.pdf,leakage,9,"mpilable and come with test cases that allow us to validate patches. From this dataset, we collect 20 vulnerabilities that can be reproduced, for each of which we label the manifestation locations and the CWE IDs based on the crash information from the test cases. Detailed statis- tics of this dataset can be also found in Appendix Table 8. We also addressed data leakage concerns with it in Appendix E. Metrics. Since the dataset covers many projects and it is dif- ficult to compile each of the samples and use the test cases to validate the generated patches (furthermore, some of the sam- ples do not come with test cases), we cannot automatically validate the generated patches if they do not exactly match the ground truths. Therefore, we manually check each generated patch. To improve the manual evaluation and better under- stand the generated patches, we consider four metrics:"
Appatch,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/APPATCH Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching.pdf,leakage,12,"e over recall on correct because there are multiple patches generated for each testing sample. ExtractFix achieves 85% recall because it leverages the test cases and constraints for patching. Without such information, other baseline tech- niques only achieve 25%-45% recall. Note that the ExtractFix dataset is released in 2021, which is possible to cause the data leakage issue as it is before the cutoff date of the used LLMs. Thus, we test the LLMs whether they know the related information and patches given the meta data. The results show that they either do not know or give wrong answers, indicating that the data leakage issue is not serious. Detailed results can be found in Appendix E. We further evaluate the baselines on the Zero-Day dataset. Since these samples are not compilable, we limit our com- parison to VulRepair and Getafix as the other two (VulnFix and ExtractFix) b"
Appatch,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/APPATCH Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching.pdf,leakage,12,"ve 25%-45% recall. Note that the ExtractFix dataset is released in 2021, which is possible to cause the data leakage issue as it is before the cutoff date of the used LLMs. Thus, we test the LLMs whether they know the related information and patches given the meta data. The results show that they either do not know or give wrong answers, indicating that the data leakage issue is not serious. Detailed results can be found in Appendix E. We further evaluate the baselines on the Zero-Day dataset. Since these samples are not compilable, we limit our com- parison to VulRepair and Getafix as the other two (VulnFix and ExtractFix) both require that the input code is compilable. As shown in Table 4, APPATCH significantly outperforms both baselines, achieving a recall of 49.48% compared to VulRepair’s 17.53% and Getafix’s 6.19%. This highlights APPATCH’s superior effectiveness in patch"
Appatch,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/APPATCH Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching.pdf,extra_validation,1,"lnerability patching is essential for cybersecurity defense, for which various approaches have been proposed yet still struggle to generate valid and cor- rect patches for real-world vulnerabilities. In this paper, we leverage the power and merits of pre-trained language lan- guage models (LLMs) to enable automated vulnerability patching using no test input/exploit evidence and without model training/fine-tuning. To elicit LLMs to effectively rea- son about vulnerable code behaviors, which is essential for quality patch generation, we introduce vulnerability seman- tics reasoning and adaptive prompting on LLMs and instanti- ate the methodology as APPATCH, an automated LLM-based patching system. Our evaluation of APPATCH on 97 zero-day vulnerabilities and 20 existing vulnerabilities demonstrates its superior performance to both existing prompting methods and state-of-the-art"
Appatch,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/APPATCH Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching.pdf,extra_validation,1,"which are enabled by these vulnerabilities, timely and effective vulnerability patch- ing has become increasingly critical [43, 52, 56]. However, manual approaches to patching are costly [26] and struggle to keep pace with the emergence of new vulnerabilities [25]. Thus, automated solutions are needed to help developers patch vulnerabilities before they are exploited [18, 55]. In this context, various approaches to automated patch- ing have been proposed [14, 18, 20, 34, 43, 54], which gener- ally fall in two major categories: those based on code anal- ysis and those based on deep learning (DL). Among other ∗Haipeng Cai is the corresponding author. techniques, state-of-the-art (SOTA) code-analysis-based ap- proaches achieve property-based repair based on access range analysis hence enforcing given safety properties [24] or use sanitizers to extract vulnerability-representing"
Appatch,Prompting Approaches/Analysis-Augmented Generation Enhanced Prompting/APPATCH Automated Adaptive Prompting Large Language Models for Real-World Software Vulnerability Patching.pdf,extra_validation,1,"54], which gener- ally fall in two major categories: those based on code anal- ysis and those based on deep learning (DL). Among other ∗Haipeng Cai is the corresponding author. techniques, state-of-the-art (SOTA) code-analysis-based ap- proaches achieve property-based repair based on access range analysis hence enforcing given safety properties [24] or use sanitizers to extract vulnerability-representing constraints for symbolic-execution-based repair [20]. More recently, induc- tive property inference along with simple templates [55] is employed to generate vulnerability patches. However, these techniques rely on exploits or vulnerability-triggering test inputs, which may not always be available, especially for emerging (e.g., zero-day) vulnerabilities. They often also re- quire that the code to patch be compilable, which further limits their applicability (e.g., they can no"
