record_id,title,year,venue,doi,final_reference_decision,audit_coder_a_decision,audit_coder_b_raw_decision,audit_coder_b_after_adjudication_decision,audit_coder_a_b_raw_match,audit_coder_b_after_adjudication_matches_final,adjudication_note
S5-367,SelfAPR: Self-supervised Program Repair with Test Execution DiagnosticsVirtual,2022,ASE 2022,,exclude,exclude,exclude,exclude,true,true,
S5-368,SemAgent: A Semantics Aware Program Repair Agent,2025,arXiv.org,10.48550/arxiv.2506.16650,exclude,exclude,exclude,exclude,true,true,
S5-369,SFS: Smarter Code Space Search improves LLM Inference Scaling,2025,ICLR 2025,https://openreview.net/forum?id=eaHMxPsfGA,exclude,exclude,exclude,exclude,true,true,
S5-370,sGuard+: Machine Learning Guided Rule-Based Automated Vulnerability Repair on Smart Contracts,2024,TOSEM,10.1145/3641846,exclude,exclude,exclude,exclude,true,true,
S5-371,Show Me Why It's Correct: Saving 1/3 of Debugging Time in Program Repair with Interactive Runtime Comparison,2025,arXiv,10.1145/3720510,exclude,exclude,exclude,exclude,true,true,
S5-372,SIADAFIX: issue description response for adaptive program repair,2025,arXiv.org,10.48550/arxiv.2510.16059,exclude,exclude,exclude,exclude,true,true,
S5-373,Smart Contract Code Repair Recommendation based on Reinforcement Learning and Multi-metric Optimization,2023,TOSEM,10.1145/3637229,exclude,exclude,exclude,exclude,true,true,
S5-374,"SoK: Automated Vulnerability Repair: Methods, Tools, and Assessments",2025,USENIX Security 2025,,exclude,exclude,exclude,exclude,true,true,
S5-375,SoK: Towards Effective Automated Vulnerability Repair,2025,USENIX Security 2025,,exclude,exclude,exclude,exclude,true,true,
S5-376,SolBench: A Dataset and Benchmark for Evaluating Functional Correctness in Solidity Code Completion and Repair,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-377,Source Wavefront Generation for a Non-Interferometric Reconfigurable Null Test using a Photonic Lantern,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-378,Specification-Guided Repair of Arithmetic Errors in Dafny Programs using LLMs,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-379,SpecRover: Code Intent Extraction via LLMs,2025,ICSE 2025,,include,include,include,include,true,true,
S5-380,Spectral characterization of a 3-port photonic lantern for application to spectroastrometry,2024,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-381,Spectrogram Patch Codec: A 2D Block-Quantized VQ-VAE and HiFi-GAN for Neural Speech Coding,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-382,Spectroscopy using a visible photonic lantern at the Subaru telescope: Laboratory characterization and first on-sky demonstration on Ikiiki (α Leo) and `Aua (α Ori),2024,arXiv,10.1051/0004-6361/202450234,exclude,exclude,exclude,exclude,true,true,
S5-383,StandUp4NPR: Standardizing Setup for Empirically Comparing Neural Program Repair SystemsVirtual,2022,ASE 2022,,exclude,exclude,exclude,exclude,true,true,
S5-384,Studying and Understanding the Effectiveness and Failures of Conversational LLM-Based Repair,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-385,Summary-Mediated Repair: Can LLMs use code summarisation as a tool for program repair?,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-386,SWE-agent: Agent-Computer Interfaces Enable Automated Software Engineering,2024,NeurIPS 2024,,include,include,include,include,true,true,
S5-387,SWE-RL: Advancing LLM Reasoning via Reinforcement Learning on Open Software Evolution,2025,NeurIPS 2025,,include,include,include,include,true,true,
S5-388,SWE-Search: Enhancing Software Agents with Monte Carlo Tree Search and Iterative Refinement,2025,ICLR 2025,https://openreview.net/forum?id=G7sIFXugTX,include,include,include,include,true,true,
S5-389,SynFix: Synchronous Repair for Codebase via RelationGraph,2025,ACL 2025,,exclude,exclude,exclude,exclude,true,true,
S5-390,Syntax-Guided Automated Program Repair for Hyperproperties,2024,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-391,Synthetic Repo-level Bug Dataset for Training Automated Program Repair Models,2026,ICSE 2026,,exclude,exclude,exclude,exclude,true,true,
S5-392,$T^3$: Multi-level Tree-based Automatic Program Repair with Large Language Models,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-393,Tare: Type-Aware Neural Program Repair,2023,ICSE 2023,,exclude,exclude,exclude,exclude,true,true,
S5-394,Template-based Neural Program Repair,2023,ICSE 2023,https://github.com/mxx1219/TENURE/blob/main/paper.pdf,exclude,exclude,exclude,exclude,true,true,
S5-395,Template-Guided Program Repair in the Era of Large Language Models,2025,ICSE 2025,10.1109/ICSE55347.2025.00030,include,include,include,include,true,true,
S5-396,TestART: Improving LLM-based Unit Testing via Co-evolution of Automated Generation and Repair Iteration,2024,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-397,The Art of Repair: Optimizing Iterative Program Repair with Instruction-Tuned Models,2025,arXiv,10.48550/arXiv.2505.02931,include,include,include,include,true,true,
S5-398,The Evolution of Automated Software Repair,2025,TSE,10.1109/tse.2025.3533309,exclude,exclude,exclude,exclude,true,true,
S5-399,The Fact Selection Problem in LLM-Based Program Repair,2025,ICSE 2025,,exclude,exclude,exclude,exclude,true,true,
S5-400,The Impact of Fine-tuning Large Language Models on Automated Program Repair,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-401,The Impact of Program Reduction on Automated Program Repair,2024,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-402,The OpenHands Software Agent SDK: A Composable and Extensible Foundation for Production Agents,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-403,The operationally ready full three-dimensional magnetohydrodynamic (3D MHD) model from the Sun to Earth: COCONUT+Icarus,2024,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-404,The Patch Overfitting Problem in Automated Program Repair: Practical Magnitude and a Baseline for Realistic Benchmarking,2024,SIGSOFT FSE Companion,10.1145/3663529.3663776,exclude,exclude,exclude,exclude,true,true,
S5-405,The Right Prompts for the Job: Repair Code-Review Defects with Large Language Model,2023,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-406,The Sustainability Face of Automated Program Repair Tools,2025,ACM Transactions on Software Engineering and Methodology,10.1145/3744900,exclude,exclude,exclude,exclude,true,true,
S5-407,The use of large language models for program repair,2024,Comput. Stand. Interfaces,10.1016/j.csi.2024.103951,exclude,exclude,exclude,exclude,true,true,
S5-408,There are More Fish in the Sea: Automated Vulnerability Repair via Binary Templates,2024,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-409,ThinkRepair: Self-Directed Automated Program Repair,2024,ISSTA 2024,10.1145/3650212.3680359,include,include,include,include,true,true,
S5-410,Time-evolving coronal modelling of solar maximum around the May 2024 storm by COCONUT,2025,arXiv,10.1051/0004-6361/202555760,exclude,exclude,exclude,exclude,true,true,
S5-411,Timing Side-Channel Mitigation via Automated Program Repair,2024,TOSEM,10.1145/3678169,exclude,exclude,exclude,exclude,true,true,
S5-412,Total solar eclipse 2024 modelling with COCONUT,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-413,Toward the Cure of Privacy Policy Reading Phobia: Automated Generation of Privacy Nutrition Labels From Privacy Policies,2023,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-414,Towards a Human-in-the-Loop Framework for Reliable Patch Evaluation Using an LLM-as-a-Judge,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-415,"Towards Effective Multi-Hunk Bug Repair: Detecting, Creating, Evaluating, and Understanding Indivisible Bugs",2024,FSE 2024,,exclude,exclude,exclude,exclude,true,true,
S5-416,Towards Effectively Leveraging Execution Traces for Program Repair with Code LLMs,2025,KnowledgeNLP 2025,10.18653/v1/2025.knowledgenlp-1.17,include,include,include,include,true,true,
S5-417,Towards LLM-powered Attentive Listener: A Pragmatic Approach through Quantity Self-Repair,2025,ACL 2025,,exclude,exclude,exclude,exclude,true,true,
S5-418,Towards Microgrid Resilience Enhancement via Mobile Power Sources and Repair Crews: A Multi-Agent Reinforcement Learning Approach,2025,arXiv,10.1109/tpwrs.2023.3240479,exclude,exclude,exclude,exclude,true,true,
S5-419,Towards Patient-Specific Surgical Planning for Bicuspid Aortic Valve Repair: Fully Automated Segmentation of the Aortic Valve in 4D CT,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-420,Towards Practical and Useful Automated Program Repair for Debugging,2024,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-421,Towards Practical Binary Code Similarity Detection: Vulnerability Verification via Patch Semantic Analysis,2023,TOSEM,10.1145/3604608,exclude,exclude,exclude,exclude,true,true,
S5-422,Towards Reliable Evaluation of Neural Program Repair with Natural Robustness Testing,2025,TOSEM,10.1145/3716167,exclude,exclude,exclude,exclude,true,true,
S5-423,Towards Speeding up Program Repair with Non-Autoregressive Model,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-424,TraceFixer: Execution Trace-Driven Program Repair,2023,arXiv,10.48550/arXiv.2304.12743,include,include,include,include,true,true,
S5-425,Training Language Models on Synthetic Edit Sequences Improves Code Synthesis,2025,ICLR 2025,https://openreview.net/forum?id=AqfUa08PCH,exclude,exclude,exclude,exclude,true,true,
S5-426,TransRepair: Context-aware Program Repair for Compilation ErrorsVirtual,2022,ASE 2022,,exclude,exclude,exclude,exclude,true,true,
S5-427,TriP-LLM: A Tri-Branch Patch-wise Large Language Model Framework for Time-Series Anomaly Detection,2025,arXiv,10.1109/access.2025.3613663,exclude,exclude,exclude,exclude,true,true,
S5-428,Trust Enhancement Issues in Program Repair,2022,ICSE 2022,https://arxiv.org/pdf/2108.13064.pdf,exclude,exclude,exclude,exclude,true,true,
S5-429,TSAPR: A Tree Search Framework For Automated Program Repair,2025,arXiv,,include,include,include,include,true,true,
S5-430,Two Piggybacking Codes with Flexible Sub-Packetization to Achieve Lower Repair Bandwidth,2022,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-431,U2F: Encouraging SWE-Agent to Seize Novelty without Losing Feasibility,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-432,Unlocking LLM Repair Capabilities Through Cross-Language Translation and Multi-Agent Refinement,2026,ICSE 2026,,exclude,exclude,exclude,exclude,true,true,
S5-433,UTBoost: Rigorous Evaluation of Coding Agents on SWE-Bench,2025,ACL 2025,,exclude,exclude,exclude,exclude,true,true,
S5-434,Verifix: Verified Repair of Programming Assignments,2022,TOSEM,10.1145/3510418,exclude,exclude,exclude,exclude,true,true,
S5-435,VeriRAG: A Retrieval-Augmented Framework for Automated RTL Testability Repair,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-436,"Visible Photonic Lantern integration, characterization and on-sky testing on Subaru/SCExAO",2024,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-437,Vision Transformer Inspired Automated Vulnerability Repair,2023,TOSEM,10.1145/3632746,exclude,exclude,exclude,exclude,true,true,
S5-438,Vul-R2: A Reasoning LLM for Automated Vulnerability Repair,2025,ASE 2025,10.1109/ASE63991.2025.00011,include,include,include,include,true,true,
S5-439,VulAdvisor: Natural Language Suggestion Generation for Software Vulnerability Repair,2024,ASE 2024,,exclude,exclude,exclude,exclude,true,true,
S5-440,VulRepair: A T5-Based Automated Software Vulnerability Repair,2022,FSE 2022,10.1145/3540250.3549098,exclude,exclude,exclude,exclude,true,true,
S5-441,Well Begun is Half Done: Location-Aware and Trace-Guided Iterative Automated Vulnerability Repair,2026,ICSE 2026,,exclude,exclude,exclude,exclude,true,true,
S5-442,When Disagreements Elicit Robustness: Investigating Self-Repair Capabilities under LLM Multi-Agent Disagreements,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-443,When Fine-Tuning LLMs Meets Data Privacy: An Empirical Study of Federated Learning in LLM-Based Program Repair,2025,TOSEM,10.1145/3733599,include,include,exclude,include,false,true,retained: empirical study proposes or evaluates a key LLM-based repair method used in the taxonomy/evidence base
S5-444,When Large Language Models Confront Repository-Level Automatic Program Repair: How Well They Done?,2024,2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),10.1145/3639478.3647633,include,include,include,include,true,true,
S5-445,Wisdom and Delusion of LLM Ensembles for Code Generation and Repair,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-446,WISE-FUSE: Efficient Whole Slide Image Encoding via Coarse-to-Fine Patch Selection with VLM and LLM Knowledge Fusion,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-447,XRFix: Exploring Performance Bug Repair of Extended Reality Applications with Large Language Models,2026,ICSE 2026,,exclude,exclude,exclude,exclude,true,true,
S5-448,YATE: The Role of Test Repair in LLM-Based Unit Test Generation,2025,arXiv,,exclude,exclude,exclude,exclude,true,true,
S5-449,"Better Patching Using LLM Prompting, via Self-Consistency",2023,ASE 2023,10.1109/ASE56229.2023.00065,include,include,exclude,include,false,true,retained: empirical study proposes or evaluates a key LLM-based repair method used in the taxonomy/evidence base
S5-450,What makes good in-context demonstrations for code intelligence tasks with llms?,2023,2023 38th IEEE/ACM International Conference on Automated Software Engineering (ASE),,include,include,include,include,true,true,
S5-451,RepairCAT: Applying Large Language Model to Fix Bugs in AI-Generated Programs,2024,"Proceedings of the 5th ACM/IEEE International Workshop on Automated Program Repair, hosted by International Conference on Software Engineering (ICSE) 2024",,include,include,include,include,true,true,
S5-452,"Logs In, Patches Out: Automated Vulnerability Repair via $\{$Tree-of-Thought$\}$$\{$LLM$\}$ Analysis",2025,34th USENIX Security Symposium (USENIX Security 25),,include,include,include,include,true,true,
S5-453,Retrieval-based prompt selection for code-related few-shot learning,2023,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),,include,include,include,include,true,true,
S5-454,Can OpenAI's codex fix bugs? an evaluation on QuixBugs,2022,"Proceedings of the Third International Workshop on Automated Program Repair, hosted by International Conference on Software Engineering (ICSE)",,include,include,include,include,true,true,
S5-455,Human-in-the-loop software development agents,2025,2025 IEEE/ACM 47th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),,include,include,include,include,true,true,
S5-456,Is ChatGPT the ultimate programming assistant--how far is it?,2023,arXiv,2304.11938,include,include,exclude,include,false,true,retained: empirical study proposes or evaluates a key LLM-based repair method used in the taxonomy/evidence base
S5-457,SWE-bench Multimodal: Do AI Systems Generalize to Visual Software Domains?,2025,ICLR 2025,https://openreview.net/forum?id=riTiq3i21b,include,include,include,include,true,true,
S5-458,"Smart-LLaMA-DPO: Reinforced Large Language Model for Explainable
Smart Contract Vulnerability Detection",2025,Proceedings of the ACM on Software Engineering,10.1145/3728878,exclude,exclude,exclude,exclude,true,true,
S5-459,Enhancing Automated Program Repair with Solution Design,2024,ASE 2024,,include,include,include,include,true,true,archival version of DRCodePilot / Enhancing LLM-Based Automated Program Repair with Design Rationales
S5-460,"Out of sight, out of mind: Better automatic vulnerability repair by broadening input ranges and sources",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,,include,include,include,include,true,true,
S5-461,Unlocking LLM Repair Capabilities Through Cross-Language Translation and Multi-Agent Refinement,2026,ICSE 2026,,include,include,include,include,true,true,archival ICSE 2026 version of the LANTERN arXiv record
S5-462,DistiLRR: Transferring Code Repair for Low-Resource Programming Languages,2025,Findings of NAACL 2025,10.18653/v1/2025.findings-naacl.190,include,include,include,include,true,true,
U-001,ACFix: Guiding LLMs With Mined Common RBAC Practices for Context-Aware Repair of Access Control Vulnerabilities in Smart Contracts,2025,TSE,10.1109/TSE.2025.3590108,include,include,include,include,true,true,matched to third-coder ACFix include at S5-021
U-002,Fix Pattern-Aware Vulnerability Patch Generation via In-Context Learning,2026,TOSEM,10.1145/3796512,include,include,include,include,true,true,
U-003,Exploring Large Language Models in Resolving Environment-Related Crash Bugs: Localizing and Repairing,2026,TOSEM,10.1145/3788866,include,include,include,include,true,true,
U-004,Identifying and Mitigating API Misuse in Large Language Models,2026,TSE,10.1109/TSE.2026.3651566,include,include,include,include,true,true,
U-005,A Systematic Literature Review on Large Language Models for Automated Program Repair,2026,TOSEM,10.1145/3799693,exclude,exclude,exclude,exclude,true,true,
U-006,Bridging Bug Localization and Issue Fixing: A Hierarchical Localization Framework Leveraging Large Language Models,2026,TSE,10.1109/TSE.2026.3668601,exclude,exclude,exclude,exclude,true,true,
U-007,Automated Repair of Alloy Specifications in the Era of Large Language Models,2026,TSE,10.1109/TSE.2026.3682711,exclude,exclude,exclude,exclude,true,true,
U-008,Towards Secure Program Partitioning for Smart Contracts With LLM's In-Context Learning,2026,TSE,10.1109/TSE.2026.3668858,exclude,exclude,exclude,exclude,true,true,
U-009,Iter-T: ITERative Test suite generation for automated program repair,2026,TSE,10.1109/TSE.2026.3671416,exclude,exclude,exclude,exclude,true,true,
U-010,Parameter-Efficient Fine-Tuning with Attributed Patch Semantic Graph for Automated Patch Correctness Assessment,2026,TSE,10.1109/TSE.2026.3684016,exclude,exclude,exclude,exclude,true,true,
U-011,Steer Your Model: Secure Code Generation With Contrastive Decoding,2025,TSE,10.1109/TSE.2025.3650127,exclude,exclude,exclude,exclude,true,true,
U-012,Automated Test Case Repair Using Language Models,2025,TSE,10.1109/TSE.2025.3541166,exclude,exclude,exclude,exclude,true,true,
